Temperature,Humidity,Storage_Type,Days_Since_Harvest,Transport_Duration,Packaging_Quality,Month_num,Commodity_name,Spoilage_Risk,Commodity_Category
23.3,78.2,cold_storage,2,13,average,5,Pine Nut,0,Nuts
24.1,89.2,open_air,1,5.8,poor,7,Pine Nut,2,Nuts
26.4,76.2,room_temperature,6,24.6,good,9,Pine Nut,1,Nuts
28.1,73.9,open_air,2,7.5,average,9,Pine Nut,2,Nuts
20.3,79.7,open_air,11,4.8,average,8,Pine Nut,2,Nuts
25.8,58.5,room_temperature,14,21.4,average,3,Pine Nut,2,Nuts
22.4,68.9,room_temperature,11,21.8,average,9,Pine Nut,2,Nuts
32.3,67.6,room_temperature,4,7.3,poor,12,Pine Nut,1,Nuts
24.6,86.8,open_air,12,17.7,average,5,Pine Nut,2,Nuts
35.8,74.4,open_air,7,8.4,good,8,Pine Nut,2,Nuts
25.8,56.5,room_temperature,7,6.2,average,7,Pine Nut,1,Nuts
29.7,72.3,room_temperature,4,18.1,average,2,Pine Nut,0,Nuts
20.8,56.8,open_air,11,18.9,average,11,Pine Nut,2,Nuts
30.5,67.6,cold_storage,13,13.1,average,3,Pine Nut,0,Nuts
28.2,76.5,cold_storage,8,13,good,5,Pine Nut,0,Nuts
34.3,72.9,cold_storage,14,19.5,poor,1,Pine Nut,2,Nuts
30,84.4,cold_storage,10,23.6,good,10,Pine Nut,0,Nuts
35.9,79.9,cold_storage,6,16.8,poor,4,Pine Nut,2,Nuts
23.9,80.2,room_temperature,8,18.9,good,5,Pine Nut,0,Nuts
33.4,78.7,room_temperature,4,14.8,average,12,Pine Nut,1,Nuts
34.5,61.9,open_air,13,7.2,good,2,Pine Nut,2,Nuts
35.8,82.9,open_air,2,18.9,average,9,Pine Nut,2,Nuts
28.8,87.4,open_air,1,4,average,1,Pine Nut,1,Nuts
27.8,80.6,room_temperature,14,15.6,average,12,Pine Nut,1,Nuts
22.8,85.8,open_air,6,7,average,9,Pine Nut,2,Nuts
22.7,72.5,room_temperature,13,15.9,average,10,Pine Nut,2,Nuts
24.9,82.8,cold_storage,10,14.8,average,3,Pine Nut,0,Nuts
25.4,88.6,cold_storage,4,6.9,average,9,Pine Nut,0,Nuts
23.5,70.7,room_temperature,3,18.5,good,10,Pine Nut,0,Nuts
30.8,59.8,room_temperature,9,7.5,good,2,Pine Nut,0,Nuts
35.6,71.1,open_air,11,24,good,8,Pine Nut,2,Nuts
26.7,56.1,cold_storage,8,23.6,poor,10,Pine Nut,1,Nuts
34.9,77.9,room_temperature,9,11.2,good,7,Pine Nut,2,Nuts
29.2,76.1,open_air,12,7.9,average,9,Pine Nut,2,Nuts
25.9,66.2,cold_storage,12,9.8,good,11,Pine Nut,0,Nuts
20.1,77.7,room_temperature,8,23.9,poor,10,Pine Nut,2,Nuts
29.8,79.1,room_temperature,2,23.4,poor,11,Pine Nut,1,Nuts
31.2,60.9,room_temperature,13,9.2,average,10,Pine Nut,2,Nuts
25.3,86.2,room_temperature,9,17.8,poor,8,Pine Nut,2,Nuts
20.7,68.5,cold_storage,14,16.4,average,11,Pine Nut,0,Nuts
34.9,70.6,room_temperature,7,21.1,average,2,Pine Nut,2,Nuts
22.5,75,cold_storage,14,17.8,poor,11,Pine Nut,1,Nuts
25.7,77.5,room_temperature,13,7.6,good,7,Pine Nut,1,Nuts
25.8,78.1,open_air,13,6.6,average,7,Pine Nut,2,Nuts
21.2,85.4,room_temperature,12,15.6,average,12,Pine Nut,1,Nuts
35.7,68.1,room_temperature,3,15.5,average,11,Pine Nut,2,Nuts
34.2,67.4,open_air,12,3.7,poor,5,Pine Nut,2,Nuts
30.7,70.2,cold_storage,11,11.7,average,10,Pine Nut,1,Nuts
33.1,75.8,cold_storage,13,14.6,average,11,Pine Nut,1,Nuts
21.7,69.9,open_air,6,8.6,good,10,Pine Nut,1,Nuts
22.3,83.2,room_temperature,2,20.6,good,9,Pine Nut,0,Nuts
36.1,68.2,room_temperature,5,20.6,average,11,Pine Nut,2,Nuts
22.3,81.5,cold_storage,1,17.9,poor,3,Pine Nut,0,Nuts
32.3,59.7,cold_storage,8,16.8,poor,1,Pine Nut,1,Nuts
20.7,82.9,room_temperature,14,19.7,good,10,Pine Nut,1,Nuts
34,66,room_temperature,6,19.8,good,4,Pine Nut,1,Nuts
26.4,68.9,room_temperature,1,5.7,average,11,Pine Nut,0,Nuts
35.6,85.9,room_temperature,10,4.4,average,12,Pine Nut,2,Nuts
20.2,79.2,room_temperature,14,4,poor,6,Pine Nut,1,Nuts
31.2,83.1,cold_storage,1,10.3,average,6,Pine Nut,0,Nuts
23,72.7,room_temperature,8,19,good,12,Pine Nut,0,Nuts
25.2,89.8,open_air,3,15.3,poor,8,Pine Nut,2,Nuts
22.1,58.7,cold_storage,10,12.4,average,6,Pine Nut,0,Nuts
23.7,79.7,room_temperature,7,24.3,average,12,Pine Nut,1,Nuts
36.3,61.4,cold_storage,4,8.5,good,9,Pine Nut,1,Nuts
32.2,66.6,room_temperature,4,14.1,average,6,Pine Nut,1,Nuts
36.3,60.8,cold_storage,12,7.8,average,9,Pine Nut,2,Nuts
22.7,84.8,open_air,14,10.9,poor,10,Pine Nut,2,Nuts
25.9,76.1,room_temperature,13,4.2,average,5,Pine Nut,1,Nuts
23.3,75.2,room_temperature,13,16.8,average,10,Pine Nut,2,Nuts
21,80.2,room_temperature,10,10.2,average,10,Pine Nut,1,Nuts
23.6,60.8,room_temperature,12,16.2,poor,9,Pine Nut,2,Nuts
23,79.9,room_temperature,6,11.5,poor,3,Pine Nut,1,Nuts
25.2,62,room_temperature,11,6.4,average,6,Pine Nut,1,Nuts
23.5,69,open_air,10,17.2,good,12,Pine Nut,1,Nuts
28.7,88.3,room_temperature,4,20.5,good,2,Pine Nut,0,Nuts
20.1,79.3,room_temperature,10,9.1,average,9,Pine Nut,1,Nuts
24.4,68.1,room_temperature,3,9.4,average,4,Pine Nut,0,Nuts
22.5,81,open_air,8,13.1,average,3,Pine Nut,2,Nuts
21.6,63.4,room_temperature,9,19.7,poor,1,Pine Nut,1,Nuts
22.4,65.5,cold_storage,3,5,poor,11,Pine Nut,0,Nuts
25.5,69.2,room_temperature,2,13.7,poor,11,Pine Nut,1,Nuts
31.8,67.1,open_air,5,3.5,good,2,Pine Nut,1,Nuts
22.4,55.9,room_temperature,5,19.7,good,11,Pine Nut,0,Nuts
35.4,73.1,cold_storage,6,24.3,good,1,Pine Nut,1,Nuts
33.3,81.3,room_temperature,3,8.8,average,7,Pine Nut,2,Nuts
34.1,70.9,room_temperature,13,7.3,good,9,Pine Nut,2,Nuts
31.2,82.9,open_air,1,6.9,good,1,Pine Nut,1,Nuts
29,58.6,room_temperature,10,3,poor,2,Pine Nut,1,Nuts
34.2,81.3,room_temperature,1,9.2,average,9,Pine Nut,2,Nuts
22.2,82.8,cold_storage,7,7.8,poor,5,Pine Nut,0,Nuts
23.7,85.1,cold_storage,12,12.7,average,1,Pine Nut,0,Nuts
36.8,59.3,cold_storage,5,19.3,average,2,Pine Nut,1,Nuts
22.8,83.8,open_air,11,11,average,5,Pine Nut,2,Nuts
33.8,56.3,open_air,14,22.8,poor,4,Pine Nut,2,Nuts
27.9,82.9,open_air,6,21.4,poor,11,Pine Nut,2,Nuts
25.5,70.2,cold_storage,11,17.3,poor,3,Pine Nut,1,Nuts
31.5,70.6,cold_storage,3,6.4,average,4,Pine Nut,0,Nuts
36.5,59.3,cold_storage,9,16.5,average,1,Pine Nut,1,Nuts
20.1,78.1,room_temperature,11,15.9,good,4,Pine Nut,0,Nuts
29.1,69.2,room_temperature,6,5.4,poor,10,Pine Nut,2,Nuts
32.1,73.6,cold_storage,10,19.7,good,2,Pine Nut,0,Nuts
33.5,71.5,cold_storage,3,9.5,good,11,Pine Nut,0,Nuts
27,64.7,room_temperature,9,7.8,poor,2,Pine Nut,1,Nuts
32.2,56.1,open_air,8,18.9,average,12,Pine Nut,2,Nuts
21.6,85.8,cold_storage,3,3.6,average,8,Pine Nut,0,Nuts
22.5,86.6,room_temperature,12,22.4,average,9,Pine Nut,2,Nuts
33.9,88,open_air,4,19,average,5,Pine Nut,2,Nuts
21,61.2,cold_storage,7,7.3,average,6,Pine Nut,0,Nuts
34.4,74,open_air,6,10.3,poor,5,Pine Nut,2,Nuts
31.9,75.4,room_temperature,9,17.9,poor,8,Pine Nut,2,Nuts
28.1,78.2,open_air,8,19,poor,11,Pine Nut,2,Nuts
27.4,77.7,cold_storage,14,4.3,average,10,Pine Nut,1,Nuts
33.2,80,open_air,13,21.3,average,11,Pine Nut,2,Nuts
28.6,69.5,open_air,6,12.7,average,7,Pine Nut,2,Nuts
35.9,58,cold_storage,11,6,good,11,Pine Nut,0,Nuts
27.8,59.9,room_temperature,10,8,average,11,Pine Nut,1,Nuts
36.6,58.4,room_temperature,8,24.9,average,12,Pine Nut,2,Nuts
29.3,75.7,room_temperature,2,19.4,poor,11,Pine Nut,1,Nuts
28.4,56.8,room_temperature,2,6,good,7,Pine Nut,0,Nuts
35.9,60.1,room_temperature,7,22.3,average,12,Pine Nut,2,Nuts
29.3,70.1,room_temperature,12,17.3,average,12,Pine Nut,1,Nuts
29,63.8,open_air,5,10.6,average,7,Pine Nut,2,Nuts
27.7,81.7,cold_storage,11,21.8,poor,12,Pine Nut,1,Nuts
33.2,79.1,room_temperature,8,3,average,8,Pine Nut,2,Nuts
22.4,75.1,room_temperature,1,4.5,average,4,Pine Nut,0,Nuts
31.3,87.4,open_air,1,8.2,poor,7,Pine Nut,2,Nuts
26.8,79.3,room_temperature,8,12.8,average,1,Pine Nut,1,Nuts
30.3,77.4,cold_storage,1,13.4,poor,9,Pine Nut,1,Nuts
28.7,61.8,cold_storage,12,6.2,average,12,Pine Nut,0,Nuts
31.9,72,room_temperature,4,24.6,average,4,Pine Nut,1,Nuts
29.8,89.9,room_temperature,13,14.8,good,5,Pine Nut,1,Nuts
20.8,63.9,room_temperature,2,10.4,average,12,Pine Nut,0,Nuts
29.1,62.1,room_temperature,10,10.7,average,11,Pine Nut,1,Nuts
27.9,84.8,room_temperature,11,10.5,good,9,Pine Nut,1,Nuts
31,55.7,cold_storage,11,15.9,good,1,Pine Nut,0,Nuts
20.9,67,cold_storage,8,8.9,average,10,Pine Nut,0,Nuts
32.2,60.8,open_air,12,5,average,10,Pine Nut,2,Nuts
34.2,84.9,room_temperature,14,8.1,average,11,Chestnut,2,Nuts
24.4,60.9,open_air,14,6.8,good,11,Chestnut,1,Nuts
21.2,65.7,open_air,8,17.4,average,9,Chestnut,2,Nuts
36.9,76.4,room_temperature,7,10.5,good,3,Chestnut,2,Nuts
35.2,76.5,open_air,12,19.4,average,10,Chestnut,2,Nuts
24.8,84.1,cold_storage,12,7.4,good,7,Chestnut,0,Nuts
33.8,60,cold_storage,5,12.7,poor,6,Chestnut,1,Nuts
29.6,63.8,room_temperature,12,24.7,average,10,Chestnut,2,Nuts
35.1,59.1,open_air,9,7.8,average,10,Chestnut,2,Nuts
34.4,72.2,room_temperature,10,21.5,average,10,Chestnut,2,Nuts
36.6,67.6,open_air,5,8,average,1,Chestnut,2,Nuts
31.8,59.8,open_air,4,7,average,3,Chestnut,2,Nuts
21.4,68.3,room_temperature,4,14.3,average,12,Chestnut,0,Nuts
26.8,65.6,cold_storage,9,4.8,average,11,Chestnut,0,Nuts
25.8,76.8,open_air,11,17.4,poor,9,Chestnut,2,Nuts
25.3,70.3,open_air,14,18.6,average,10,Chestnut,2,Nuts
34.7,64.8,room_temperature,7,19.1,average,2,Chestnut,2,Nuts
33,60.4,cold_storage,9,10.6,average,11,Chestnut,0,Nuts
28.4,83.5,cold_storage,1,13.2,good,12,Chestnut,0,Nuts
34.1,74.9,room_temperature,14,21,average,2,Chestnut,2,Nuts
22,84.1,open_air,11,18.8,average,12,Chestnut,2,Nuts
20.1,85.8,open_air,12,23.4,poor,6,Chestnut,2,Nuts
27.9,84.9,open_air,14,4.9,poor,7,Chestnut,2,Nuts
30.7,85.9,cold_storage,2,19,poor,12,Chestnut,0,Nuts
32.5,68.3,cold_storage,11,14.7,poor,3,Chestnut,2,Nuts
21.2,77.2,cold_storage,12,12.2,average,12,Chestnut,0,Nuts
26.7,64,room_temperature,12,19.4,good,12,Chestnut,1,Nuts
26,58.1,room_temperature,6,16.8,poor,4,Chestnut,2,Nuts
35.3,70.6,room_temperature,14,18.2,poor,8,Chestnut,2,Nuts
31.9,89.6,cold_storage,9,19.6,good,4,Chestnut,0,Nuts
25.9,66.1,open_air,12,9.7,average,2,Chestnut,2,Nuts
28,74.4,room_temperature,7,24.4,good,8,Chestnut,1,Nuts
22.5,85.7,room_temperature,11,3.2,average,10,Chestnut,1,Nuts
24.1,85.2,room_temperature,2,6.1,average,8,Chestnut,1,Nuts
32,61.2,cold_storage,10,16.4,average,12,Chestnut,0,Nuts
25.3,65.2,open_air,4,13.8,poor,3,Chestnut,2,Nuts
26.9,68.1,room_temperature,2,4.1,poor,10,Chestnut,1,Nuts
35.5,65,open_air,4,12.3,average,8,Chestnut,2,Nuts
23.3,88.3,room_temperature,7,10.9,average,9,Chestnut,1,Nuts
35.4,55.6,open_air,13,12.7,average,8,Chestnut,2,Nuts
29.7,80.6,room_temperature,8,19.1,poor,4,Chestnut,2,Nuts
20.7,68.6,room_temperature,11,6,poor,6,Chestnut,1,Nuts
27.3,70.8,room_temperature,12,17.8,poor,8,Chestnut,2,Nuts
28.7,69.6,room_temperature,2,5.9,average,9,Chestnut,1,Nuts
23,71.5,room_temperature,6,21.6,poor,8,Chestnut,2,Nuts
32.2,89.2,cold_storage,11,11.9,poor,8,Chestnut,2,Nuts
36.6,69.2,cold_storage,10,5.8,average,12,Chestnut,1,Nuts
35,58.7,room_temperature,10,21.9,poor,3,Chestnut,2,Nuts
26.9,56.4,room_temperature,13,11.2,poor,1,Chestnut,2,Nuts
28.2,58.6,cold_storage,11,8.9,poor,2,Chestnut,0,Nuts
21.7,87,room_temperature,6,14.9,poor,1,Chestnut,1,Nuts
26.7,63.9,cold_storage,3,18.7,good,12,Chestnut,0,Nuts
35.3,73.4,open_air,9,19.6,average,6,Chestnut,2,Nuts
23.3,68.4,cold_storage,1,4.8,average,2,Chestnut,0,Nuts
32.6,58.6,room_temperature,12,15.7,average,7,Chestnut,2,Nuts
30.7,65,room_temperature,5,14.3,average,3,Chestnut,1,Nuts
25.7,89.4,room_temperature,12,10.8,good,11,Chestnut,1,Nuts
29.6,57.1,cold_storage,9,17.3,average,1,Chestnut,0,Nuts
30.7,70.8,room_temperature,10,5.7,poor,5,Chestnut,2,Nuts
27.3,75.1,open_air,13,17.9,poor,11,Chestnut,2,Nuts
34.2,85.3,room_temperature,5,15.4,average,8,Chestnut,2,Nuts
31.1,89.6,open_air,6,9.9,average,9,Chestnut,2,Nuts
26.4,85.1,room_temperature,8,16.8,average,2,Chestnut,1,Nuts
26.3,76.1,room_temperature,11,11,average,12,Chestnut,1,Nuts
30.8,66.3,cold_storage,9,8.3,average,12,Chestnut,0,Nuts
27.9,89.7,room_temperature,9,21.9,average,8,Chestnut,2,Nuts
33,59.4,room_temperature,11,16.6,poor,12,Chestnut,2,Nuts
35.2,59,room_temperature,6,4.2,good,11,Chestnut,1,Nuts
24.5,68.1,room_temperature,1,19.2,poor,12,Chestnut,1,Nuts
29.5,67.4,room_temperature,9,18.6,average,7,Chestnut,2,Nuts
29.8,87.6,open_air,14,23.4,good,3,Chestnut,2,Nuts
24.4,79.1,open_air,2,13.8,poor,6,Chestnut,2,Nuts
24.7,89.6,open_air,14,12.9,average,11,Chestnut,2,Nuts
29.3,68.3,room_temperature,13,23.8,good,7,Chestnut,2,Nuts
27.3,62.8,open_air,11,13.2,poor,2,Chestnut,2,Nuts
25.3,79.1,room_temperature,1,12.8,poor,3,Chestnut,1,Nuts
36,74.5,cold_storage,12,8.9,average,12,Chestnut,1,Nuts
33.2,59.5,cold_storage,12,3.5,average,11,Chestnut,0,Nuts
29.8,84.4,cold_storage,8,14.4,good,11,Chestnut,0,Nuts
24.9,57.6,open_air,9,10.2,poor,4,Chestnut,2,Nuts
34.3,88.8,cold_storage,8,8.8,poor,8,Chestnut,2,Nuts
24.2,72.1,cold_storage,7,22.8,good,12,Chestnut,0,Nuts
20.7,78.7,room_temperature,9,5,good,9,Chestnut,0,Nuts
31.4,63.9,room_temperature,13,8.5,good,6,Chestnut,1,Nuts
29,84.8,open_air,13,10.6,average,1,Chestnut,2,Nuts
21.1,77.4,room_temperature,5,16.2,average,12,Chestnut,0,Nuts
36.2,85.6,open_air,11,11,good,7,Chestnut,2,Nuts
23,84.7,cold_storage,10,10.1,average,5,Chestnut,0,Nuts
25.4,73.2,room_temperature,14,8.7,average,5,Chestnut,1,Nuts
20.3,70.1,room_temperature,4,8.6,average,8,Chestnut,0,Nuts
33,86.9,room_temperature,6,8.4,average,6,Chestnut,2,Nuts
35.9,77.3,cold_storage,1,3.1,average,7,Chestnut,1,Nuts
20.7,59.9,cold_storage,14,5.9,poor,6,Chestnut,0,Nuts
25.6,84.8,cold_storage,12,16,average,11,Chestnut,0,Nuts
28.6,70.5,room_temperature,2,20.5,good,12,Chestnut,0,Nuts
20.6,68.6,cold_storage,13,10.4,good,12,Chestnut,0,Nuts
26.6,69.4,room_temperature,6,12.4,poor,5,Chestnut,1,Nuts
31.2,71,room_temperature,14,18.4,good,6,Chestnut,1,Nuts
30.6,67.1,open_air,3,13.8,poor,10,Chestnut,2,Nuts
22.1,58.9,open_air,12,18,good,1,Chestnut,1,Nuts
23.3,69.3,open_air,11,7.3,good,7,Chestnut,2,Nuts
34.2,75.1,cold_storage,7,18.3,poor,6,Chestnut,2,Nuts
20.4,74,room_temperature,12,6.8,average,4,Chestnut,0,Nuts
20.9,77.6,room_temperature,10,12.2,good,5,Chestnut,0,Nuts
20,62.1,open_air,10,7.1,poor,8,Chestnut,2,Nuts
36.2,61,cold_storage,2,22.5,good,7,Chestnut,1,Nuts
35.4,71.6,room_temperature,8,12.9,good,1,Chestnut,2,Nuts
26,69.5,room_temperature,14,24.5,poor,12,Chestnut,2,Nuts
30.9,63,open_air,12,13.7,poor,8,Chestnut,2,Nuts
24,86.2,open_air,2,21.5,average,5,Chestnut,2,Nuts
24.1,81.4,room_temperature,4,21.1,poor,8,Chestnut,2,Nuts
25.8,77.1,open_air,12,11.6,good,11,Chestnut,1,Nuts
36.3,63.1,room_temperature,1,13.9,average,5,Chestnut,2,Nuts
27.5,66.3,room_temperature,5,7.4,average,3,Chestnut,0,Nuts
26.6,70.9,room_temperature,1,16.4,average,1,Chestnut,0,Nuts
27,75.8,room_temperature,8,12.5,good,11,Chestnut,0,Nuts
23.8,62.5,cold_storage,4,9,average,1,Chestnut,0,Nuts
33.3,59.4,cold_storage,3,11.6,poor,7,Chestnut,2,Nuts
20.5,68.5,open_air,5,9.2,average,9,Chestnut,1,Nuts
32.5,70.8,cold_storage,5,7.7,average,1,Chestnut,0,Nuts
26.2,83.7,cold_storage,1,21.7,poor,10,Chestnut,1,Nuts
35.5,82.5,cold_storage,14,17.2,good,12,Chestnut,1,Nuts
27.8,64.6,open_air,2,14.8,average,4,Chestnut,1,Nuts
31.7,63.3,room_temperature,11,3.6,average,7,Chestnut,2,Nuts
26.1,85.7,room_temperature,1,13.1,average,3,Chestnut,0,Nuts
32.5,59.5,room_temperature,10,12.3,average,11,Chestnut,1,Nuts
26.1,63.3,room_temperature,7,14.6,poor,8,Chestnut,2,Nuts
21,69.2,room_temperature,11,16.5,average,2,Chestnut,0,Nuts
31.5,76,room_temperature,7,18,average,11,Chestnut,1,Nuts
21.4,74.3,room_temperature,8,19.6,poor,7,Chestnut,2,Nuts
32.1,71.4,open_air,10,24.5,average,10,Chestnut,2,Nuts
25.1,55.4,room_temperature,12,19.2,good,7,Chestnut,1,Nuts
28,59,room_temperature,2,19.5,poor,1,Chestnut,1,Nuts
35.5,58.1,room_temperature,5,23.8,average,2,Chestnut,2,Nuts
21.7,69.3,room_temperature,7,5.9,average,12,Chestnut,0,Nuts
23.3,57.7,cold_storage,8,5.8,average,2,Chestnut,0,Nuts
21.1,73.7,open_air,1,8.1,poor,4,Chestnut,1,Nuts
25.8,69.7,cold_storage,7,19.1,poor,1,Chestnut,0,Nuts
27.3,79.5,room_temperature,5,16.9,good,4,Chestnut,0,Nuts
32.9,84.5,cold_storage,8,17.7,average,2,Chestnut,1,Nuts
29.1,58.1,cold_storage,8,13.2,average,4,Chestnut,0,Nuts
32.2,55.1,cold_storage,12,4.9,average,3,Chestnut,0,Nuts
33.5,77.2,room_temperature,8,11.9,good,11,Chestnut,1,Nuts
20.2,60.2,room_temperature,1,13.7,poor,12,Chestnut,0,Nuts
26.4,88.2,cold_storage,5,17,average,12,Chestnut,0,Nuts
28.2,80.7,room_temperature,9,16.3,average,10,Chestnut,2,Nuts
21.6,77.9,room_temperature,5,23.1,poor,11,Chestnut,1,Nuts
28.4,87,room_temperature,2,13.5,good,8,Chestnut,1,Nuts
22.1,55.6,cold_storage,11,12,average,2,Chestnut,0,Nuts
30.9,61.7,open_air,8,3.3,average,1,Chestnut,2,Nuts
29.6,87.9,room_temperature,4,17.5,good,5,Chestnut,0,Nuts
36.2,70.3,open_air,11,14.2,poor,3,Chestnut,2,Nuts
23.7,85.3,open_air,10,21.9,average,2,Chestnut,2,Nuts
20.5,73.7,room_temperature,13,13.2,good,2,Chestnut,0,Nuts
23.7,69.9,room_temperature,11,9,good,6,Chestnut,0,Nuts
21.1,71.2,room_temperature,8,4.2,poor,10,Chestnut,1,Nuts
29.1,74,cold_storage,6,8.3,good,10,Chestnut,0,Nuts
31.1,55.6,cold_storage,10,9.9,poor,7,Chestnut,1,Nuts
28.3,67.4,room_temperature,11,17.3,poor,11,Chestnut,2,Nuts
32.6,64.5,open_air,12,21.4,average,8,Chestnut,2,Nuts
31.6,62.6,room_temperature,2,5.1,average,11,Chestnut,0,Nuts
36.5,85.9,room_temperature,9,11.8,poor,1,Chestnut,2,Nuts
34.4,59.2,cold_storage,8,13.6,poor,10,Chestnut,2,Nuts
36.8,58.5,open_air,14,15.3,average,12,Chestnut,2,Nuts
29.4,79.8,room_temperature,4,14,good,1,Chestnut,0,Nuts
33.5,73.7,open_air,11,4.4,average,11,Chestnut,2,Nuts
22.2,68.4,room_temperature,6,18.7,average,8,Chestnut,1,Nuts
31,61.9,open_air,14,19.2,poor,2,Chestnut,2,Nuts
30,81.2,open_air,10,4.5,average,2,Chestnut,2,Nuts
34.6,56.2,room_temperature,1,20.8,average,4,Chestnut,2,Nuts
22.4,66.1,cold_storage,1,14,average,12,Chestnut,0,Nuts
26.1,61.5,room_temperature,12,5.4,average,9,Chestnut,1,Nuts
27.7,64.4,room_temperature,3,10.2,average,11,Chestnut,0,Nuts
36.7,66.9,room_temperature,11,14,good,6,Chestnut,2,Nuts
20.4,56,cold_storage,3,24.8,poor,6,Chestnut,0,Nuts
32.5,63.7,open_air,13,15.2,good,10,Chestnut,2,Nuts
27.4,83.4,room_temperature,1,15.6,average,6,Chestnut,0,Nuts
26.4,62.6,open_air,13,23,average,12,Chestnut,2,Nuts
35.7,71.7,open_air,7,18.7,average,3,Chestnut,2,Nuts
21.2,83.4,open_air,11,9.6,poor,1,Chestnut,2,Nuts
27.1,76.7,cold_storage,8,11.9,good,11,Chestnut,0,Nuts
33.3,87.2,cold_storage,3,24.3,poor,11,Chestnut,1,Nuts
27.9,69.8,room_temperature,3,20.2,good,11,Chestnut,0,Nuts
25.5,79.1,cold_storage,10,9.5,average,1,Chestnut,0,Nuts
22.2,81.4,room_temperature,11,4.2,average,8,Chestnut,1,Nuts
36,69.8,room_temperature,5,3.6,average,11,Chestnut,2,Nuts
31.3,79.1,cold_storage,14,3,good,1,Chestnut,0,Nuts
24,87.3,cold_storage,13,21.8,poor,3,Chestnut,2,Nuts
26.8,62.8,cold_storage,6,15.3,average,3,Chestnut,0,Nuts
25,66.5,room_temperature,1,16.3,average,8,Chestnut,1,Nuts
20.3,55.5,cold_storage,5,10.1,good,9,Chestnut,0,Nuts
31,70.9,open_air,7,19.8,good,6,Chestnut,2,Nuts
33.5,63.4,room_temperature,11,23.7,good,5,Chestnut,2,Nuts
26.9,67.6,room_temperature,5,17.8,average,7,Chestnut,1,Nuts
30,63.1,open_air,2,20.6,average,7,Chestnut,2,Nuts
24.5,57.9,room_temperature,10,15.9,average,5,Chestnut,1,Nuts
22,68.1,room_temperature,9,23.1,poor,1,Chestnut,1,Nuts
35.1,59,room_temperature,12,20.6,good,9,Chestnut,2,Nuts
21.1,83.8,room_temperature,10,10.5,poor,2,Chestnut,1,Nuts
33.2,69.6,room_temperature,14,8,average,9,Chestnut,2,Nuts
20.5,77.7,room_temperature,3,16.7,average,2,Chestnut,0,Nuts
30.2,71.7,room_temperature,7,19.2,poor,8,Chestnut,2,Nuts
29.7,80.5,open_air,6,7.6,average,10,Chestnut,2,Nuts
33.1,77.8,open_air,6,3.9,average,9,Chestnut,2,Nuts
36,59.5,cold_storage,7,4.5,poor,5,Chestnut,2,Nuts
23.1,87.9,cold_storage,11,14.1,average,6,Chestnut,0,Nuts
36.3,85.4,room_temperature,3,5.7,good,11,Chestnut,1,Nuts
31.3,87.9,room_temperature,9,11.1,poor,1,Chestnut,2,Nuts
33,87.8,cold_storage,12,18.3,poor,6,Chestnut,2,Nuts
26.7,59.6,room_temperature,3,21.9,good,4,Chestnut,0,Nuts
35,61.6,open_air,3,16.6,poor,3,Chestnut,2,Nuts
29.3,68.6,room_temperature,4,19.6,average,7,Chestnut,1,Nuts
26.8,57.5,room_temperature,4,13.1,good,1,Chestnut,0,Nuts
22.2,60.7,cold_storage,10,4.1,poor,6,Chestnut,0,Nuts
21.9,64.4,room_temperature,12,8.6,poor,4,Chestnut,1,Nuts
35,89.9,room_temperature,2,20.2,good,12,Chestnut,1,Nuts
20.9,83,cold_storage,9,24.9,average,10,Chestnut,0,Nuts
23.8,82,open_air,3,4.3,good,9,Chestnut,1,Nuts
29.4,60.3,open_air,8,21,average,11,Chestnut,2,Nuts
27.4,81.3,room_temperature,13,9,good,3,Chestnut,1,Nuts
28.7,62.9,cold_storage,5,8,poor,1,Chestnut,0,Nuts
31.2,59.9,room_temperature,14,3.5,good,1,Chestnut,1,Nuts
30.1,71,room_temperature,13,21.7,average,1,Chestnut,1,Nuts
20,86.8,open_air,4,19.7,average,6,Chestnut,1,Nuts
27.3,77.4,room_temperature,10,15.1,poor,7,Chestnut,2,Nuts
36.8,82.1,cold_storage,8,5.6,good,4,Chestnut,1,Nuts
32.8,62.5,open_air,7,19.4,average,2,Chestnut,2,Nuts
31.3,62.6,cold_storage,12,19.5,average,11,Chestnut,0,Nuts
24,67.9,cold_storage,4,17.8,average,11,Chestnut,0,Nuts
21.2,72,open_air,9,23,average,11,Chestnut,2,Nuts
20.6,82.2,open_air,6,3.5,average,12,Chestnut,1,Nuts
33.1,71.5,cold_storage,13,17.7,poor,2,Chestnut,2,Nuts
28.8,57.1,open_air,14,11,good,3,Chestnut,2,Nuts
36.3,63.2,room_temperature,13,13,average,6,Chestnut,2,Nuts
36.8,65.5,open_air,4,21.9,good,9,Chestnut,2,Nuts
25.7,84.7,open_air,13,20.6,poor,3,Chestnut,2,Nuts
27.4,71.6,open_air,8,4.3,average,7,Chestnut,2,Nuts
22.6,81.4,room_temperature,11,17.9,poor,2,Chestnut,2,Nuts
27.9,75.6,room_temperature,6,15.3,average,10,Chestnut,1,Nuts
30.9,71.2,room_temperature,10,11.5,good,4,Chestnut,1,Nuts
26.2,83,cold_storage,3,5.2,good,8,Chestnut,0,Nuts
27.7,83,room_temperature,7,10.3,average,7,Chestnut,1,Nuts
34.3,80.7,open_air,5,22.7,average,5,Chestnut,2,Nuts
